,airline,source,destination,departure_time,arrival_time,duration,total_stops,price,day_of_journey,month_of_journey
9271,Indigo,Delhi,Cochin,21:05:00,00:20:00,195,0,7673,3,3
9272,Indigo,Delhi,Cochin,05:35:00,08:50:00,195,0,6015,21,4
9273,Indigo,Kolkata,Banglore,11:30:00,14:05:00,155,0,4804,24,4
9274,Jet_Airways,Kolkata,Banglore,20:00:00,08:15:00,735,1,13941,15,5
9275,Air_Asia,Kolkata,Banglore,19:55:00,23:30:00,215,1,5162,9,5
9276,Air_India,Banglore,Delhi,11:05:00,22:45:00,700,1,10657,9,3
9277,Jet_Airways,Kolkata,Banglore,16:30:00,23:35:00,425,1,14781,9,5
9278,Indigo,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,2754,3,4
9279,Air_India,Banglore,Delhi,06:50:00,22:55:00,965,2,11474,12,3
9280,Jet_Airways,Kolkata,Banglore,18:55:00,08:15:00,800,1,7757,18,5
9281,Jet_Airways,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,2228,3,4
9282,Jet_Airways,Banglore,Delhi,08:00:00,08:15:00,1455,1,10405,15,3
9283,Goair,Banglore,Delhi,07:45:00,10:40:00,175,0,3419,27,6
9284,Jet_Airways,Delhi,Cochin,17:30:00,12:35:00,1145,1,10262,9,6
9285,Air_India,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,3100,9,6
9286,Jet_Airways,Delhi,Cochin,02:15:00,04:25:00,1570,1,11848,9,3
9287,Air_India,Delhi,Cochin,20:30:00,08:15:00,705,1,5683,9,4
9288,Jet_Airways,Kolkata,Banglore,08:25:00,12:00:00,1655,1,9663,9,5
9289,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,4544,24,4
9290,Jet_Airways,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,4050,27,5
9291,Vistara,Kolkata,Banglore,20:20:00,09:05:00,765,1,9187,9,5
9292,Vistara,Kolkata,Banglore,20:20:00,20:20:00,1440,1,8452,1,4
9293,Air_India,Kolkata,Banglore,09:25:00,01:20:00,955,2,11668,18,5
9294,Air_India,Delhi,Cochin,14:25:00,19:15:00,1730,2,13381,9,6
9295,Multiple_Carriers,Delhi,Cochin,07:00:00,21:00:00,840,1,8073,18,5
9296,Air_Asia,Kolkata,Banglore,10:20:00,12:55:00,155,0,5620,1,3
9297,Jet_Airways,Kolkata,Banglore,14:05:00,04:40:00,875,1,12739,12,6
9298,Air_Asia,Kolkata,Banglore,19:55:00,22:25:00,150,0,5989,3,5
9299,Air_India,Kolkata,Banglore,09:25:00,07:55:00,1350,1,8891,21,5
9300,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,4544,27,4
9301,Jet_Airways,Delhi,Cochin,16:00:00,19:00:00,1620,1,10262,6,6
9302,Vistara,Kolkata,Banglore,17:00:00,20:20:00,1640,1,9345,21,5
9303,Vistara,Banglore,Delhi,19:40:00,22:20:00,160,0,21730,1,3
9304,Indigo,Delhi,Cochin,09:15:00,21:00:00,705,1,6838,15,6
9305,Air_India,Mumbai,Hyderabad,21:00:00,19:25:00,1345,1,10943,12,3
9306,Indigo,Banglore,Delhi,04:00:00,06:50:00,170,0,3943,18,6
9307,Spicejet,Banglore,Delhi,05:55:00,08:35:00,160,0,3573,18,6
9308,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,3841,15,5
9309,Multiple_Carriers,Delhi,Cochin,09:45:00,18:10:00,505,1,9646,21,5
9310,Air_India,Delhi,Cochin,18:05:00,21:10:00,185,0,4729,18,3
9311,Jet_Airways,Banglore,Delhi,22:50:00,09:30:00,640,1,17261,6,3
9312,Jet_Airways,Kolkata,Banglore,14:05:00,10:05:00,1200,1,13941,1,5
9313,Jet_Airways,Kolkata,Banglore,21:10:00,12:00:00,890,1,10844,21,5
9314,Jet_Airways,Kolkata,Banglore,18:55:00,16:20:00,1285,1,14231,24,3
9315,Jet_Airways,Delhi,Cochin,13:00:00,19:00:00,360,1,14714,12,6
9316,Spicejet,Delhi,Cochin,08:45:00,13:15:00,270,1,6460,21,3
9317,Jet_Airways,Kolkata,Banglore,20:25:00,23:35:00,1630,1,11467,1,5
9318,Indigo,Banglore,Delhi,00:30:00,03:25:00,175,0,3943,3,5
9319,Indigo,Kolkata,Banglore,15:15:00,20:05:00,290,1,4775,15,4
9320,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,3841,6,4
9321,Jet_Airways,Banglore,Delhi,11:40:00,07:40:00,1200,1,12284,18,3
9322,Indigo,Kolkata,Banglore,17:15:00,19:50:00,155,0,4804,9,6
9323,Jet_Airways,Delhi,Cochin,13:25:00,12:35:00,1390,2,12819,24,6
9324,Jet_Airways,Delhi,Cochin,18:15:00,04:25:00,610,1,14714,3,6
9325,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,8040,27,5
9326,Multiple_Carriers,Delhi,Cochin,15:05:00,01:30:00,625,2,16840,15,5
9327,Jet_Airways,Delhi,Cochin,22:50:00,04:25:00,335,1,15554,6,5
9328,Goair,Delhi,Cochin,10:35:00,19:35:00,540,1,5752,15,4
9329,Vistara,Kolkata,Banglore,17:00:00,10:45:00,1065,1,8452,9,5
9330,Multiple_Carriers,Delhi,Cochin,08:00:00,19:15:00,675,1,11761,27,5
9331,Multiple_Carriers,Delhi,Cochin,13:00:00,19:15:00,375,1,14848,27,6
9334,Jet_Airways,Delhi,Cochin,10:00:00,19:00:00,540,1,10262,27,6
9335,Vistara,Banglore,Delhi,07:00:00,09:40:00,160,0,4668,6,6
9336,Multiple_Carriers,Delhi,Cochin,11:25:00,19:00:00,455,1,9103,15,5
9337,Jet_Airways,Delhi,Cochin,21:50:00,12:35:00,885,1,10262,12,6
9338,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,4525,27,6
9339,Air_India,Banglore,Delhi,10:00:00,12:45:00,165,0,5228,27,4
9340,Jet_Airways,Banglore,Delhi,21:25:00,05:05:00,460,1,19225,6,3
9341,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,8040,9,5
9342,Jet_Airways,Delhi,Cochin,14:00:00,04:25:00,865,1,7438,21,3
9343,Multiple_Carriers,Delhi,Cochin,04:00:00,15:30:00,690,1,13135,6,3
9344,Indigo,Delhi,Cochin,14:25:00,17:40:00,195,0,6015,9,5
9345,Multiple_Carriers,Delhi,Cochin,17:00:00,01:30:00,510,1,8283,18,5
9346,Spicejet,Chennai,Kolkata,08:20:00,10:35:00,135,0,3543,9,6
9347,Indigo,Kolkata,Banglore,10:10:00,12:55:00,165,0,4148,27,3
9348,Goair,Banglore,Delhi,15:45:00,20:15:00,270,1,7657,15,3
9349,Indigo,Kolkata,Banglore,19:35:00,23:15:00,220,1,5276,12,5
9350,Jet_Airways,Kolkata,Banglore,09:35:00,23:35:00,840,1,14151,15,5
9351,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,8040,21,6
9352,Indigo,Delhi,Cochin,11:55:00,21:20:00,565,2,8378,9,3
9353,Spicejet,Chennai,Kolkata,09:45:00,12:00:00,135,0,3543,9,6
9354,Indigo,Banglore,Delhi,18:55:00,21:50:00,175,0,4823,12,6
9355,Jet_Airways,Kolkata,Banglore,18:55:00,08:15:00,800,1,14388,15,5
9356,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3543,9,6
9357,Jet_Airways,Kolkata,Banglore,14:05:00,20:45:00,400,1,10844,12,5
9358,Jet_Airways,Kolkata,Banglore,06:30:00,18:15:00,705,1,10844,9,6
9359,Spicejet,Delhi,Cochin,17:55:00,22:50:00,295,1,4957,12,6
9360,Indigo,Delhi,Cochin,07:35:00,16:10:00,515,1,6442,15,5
9361,Air_India,Delhi,Cochin,17:20:00,09:25:00,965,1,7480,15,5
9362,Indigo,Delhi,Cochin,20:25:00,01:30:00,305,1,5073,1,4
9363,Jet_Airways,Kolkata,Banglore,16:30:00,22:35:00,365,1,14781,9,5
9364,Multiple_Carriers,Delhi,Cochin,09:45:00,16:10:00,385,1,9646,3,6
9365,Jet_Airways,Kolkata,Banglore,06:30:00,16:20:00,590,1,7851,1,4
9366,Spicejet,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,2175,24,3
9367,Air_India,Kolkata,Banglore,10:00:00,05:25:00,1165,2,14424,9,5
9368,Jet_Airways,Delhi,Cochin,09:40:00,19:00:00,560,2,13014,12,6
9369,Jet_Airways,Delhi,Cochin,02:15:00,19:00:00,1005,1,5177,6,4
9370,Multiple_Carriers,Delhi,Cochin,10:45:00,18:50:00,485,1,15135,3,3
9371,Air_India,Banglore,Delhi,21:05:00,23:55:00,170,0,5228,21,6
9372,Jet_Airways,Banglore,Delhi,11:40:00,05:05:00,1045,1,22270,1,3
9373,Spicejet,Chennai,Kolkata,09:45:00,12:00:00,135,0,3543,15,6
9374,Jet_Airways,Delhi,Cochin,23:05:00,19:00:00,1195,2,15129,18,5
9375,Indigo,Delhi,Cochin,06:40:00,21:00:00,860,1,6093,15,6
9376,Jet_Airways,Banglore,Delhi,14:05:00,20:20:00,375,1,11087,18,3
9377,Multiple_Carriers,Delhi,Cochin,09:00:00,21:00:00,720,1,7408,27,6
9378,Indigo,Kolkata,Banglore,21:00:00,02:15:00,315,1,6534,24,5
9380,Jet_Airways,Banglore,Delhi,07:10:00,10:10:00,180,0,8016,18,6
9381,Air_India,Mumbai,Hyderabad,05:55:00,19:10:00,795,1,8528,12,3
9383,Air_India,Delhi,Cochin,17:15:00,19:15:00,1560,2,12199,9,6
9384,Multiple_Carriers,Delhi,Cochin,10:00:00,01:30:00,930,1,14067,21,5
9385,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,8016,15,6
9386,Air_India,Kolkata,Banglore,14:15:00,16:45:00,150,0,5510,3,5
9387,Air_India,Kolkata,Banglore,14:35:00,14:35:00,1440,1,6241,24,3
9388,Air_India,Delhi,Cochin,12:30:00,09:25:00,1255,1,16142,3,3
9390,Indigo,Kolkata,Banglore,21:25:00,00:05:00,160,0,4804,21,4
9391,Indigo,Delhi,Cochin,11:25:00,21:00:00,575,1,6979,15,5
9392,Air_India,Delhi,Cochin,14:10:00,17:10:00,180,0,6094,18,4
9393,Air_India,Banglore,Delhi,17:00:00,19:45:00,165,0,5176,1,4
9394,Multiple_Carriers,Delhi,Cochin,13:00:00,21:00:00,480,1,15136,6,3
9395,Jet_Airways,Kolkata,Banglore,08:25:00,23:25:00,900,1,10031,24,3
9396,Jet_Airways,Delhi,Cochin,05:25:00,18:50:00,2245,2,12814,21,3
9397,Jet_Airways,Kolkata,Banglore,06:30:00,19:50:00,800,1,12681,1,4
9398,Multiple_Carriers,Delhi,Cochin,07:00:00,18:50:00,710,1,12402,21,3
9399,Jet_Airways,Kolkata,Banglore,08:25:00,18:10:00,585,1,13759,24,3
9400,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3597,18,6
9401,Air_Asia,Banglore,Delhi,23:55:00,02:45:00,170,0,3383,21,5
9402,Vistara,Banglore,Delhi,09:45:00,12:35:00,170,0,4668,9,5
9404,Vistara,Kolkata,Banglore,17:00:00,10:45:00,1065,1,9187,1,4
9405,Multiple_Carriers,Delhi,Cochin,11:40:00,01:30:00,830,1,7530,3,6
9406,Air_India,Kolkata,Banglore,09:10:00,13:40:00,270,1,8026,24,3
9407,Spicejet,Banglore,Delhi,09:30:00,12:20:00,170,0,4319,9,4
9408,Jet_Airways,Delhi,Cochin,14:35:00,04:25:00,830,2,13376,24,6
9409,Spicejet,Kolkata,Banglore,09:00:00,11:25:00,145,0,4174,6,5
9410,Vistara,Banglore,Delhi,07:00:00,09:40:00,160,0,4668,27,5
9411,Multiple_Carriers,Delhi,Cochin,07:05:00,21:00:00,835,1,13062,21,3
9412,Jet_Airways,Delhi,Cochin,19:15:00,04:25:00,550,1,12898,27,5
9413,Jet_Airways,Delhi,Cochin,15:00:00,04:25:00,805,1,14714,6,6
9414,Air_India,Kolkata,Banglore,05:50:00,20:25:00,875,2,10991,9,5
9415,Jet_Airways,Banglore,Delhi,11:10:00,14:05:00,175,0,4030,1,5
9417,Vistara,Banglore,Delhi,06:40:00,12:35:00,355,1,6800,15,3
9418,Jet_Airways,Banglore,Delhi,07:00:00,09:30:00,1590,1,11087,9,3
9419,Multiple_Carriers,Delhi,Cochin,10:20:00,19:00:00,520,1,9794,18,5
9420,Jet_Airways,Kolkata,Banglore,21:10:00,09:20:00,730,1,14388,6,5
9421,Indigo,Kolkata,Banglore,21:25:00,00:05:00,160,0,4148,12,3
9422,Air_India,Delhi,Cochin,20:00:00,19:15:00,1395,2,17266,3,3
9423,Air_India,Kolkata,Banglore,20:30:00,08:55:00,745,1,7893,1,4
9424,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,7229,9,5
9425,Multiple_Carriers,Delhi,Cochin,07:05:00,21:00:00,835,1,9930,21,5
9426,Multiple_Carriers,Delhi,Cochin,11:30:00,01:35:00,845,1,18286,3,3
9427,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,7229,27,6
9428,Vistara,Delhi,Cochin,06:00:00,09:10:00,190,0,6216,24,6
9429,Air_Asia,Banglore,Delhi,04:55:00,07:45:00,170,0,4282,6,6
9430,Indigo,Delhi,Cochin,07:35:00,12:10:00,275,1,5054,27,5
9431,Jet_Airways,Delhi,Cochin,07:05:00,19:00:00,715,1,10262,6,6
9432,Air_Asia,Delhi,Cochin,16:45:00,22:25:00,340,1,11410,6,6
9433,Jet_Airways,Kolkata,Banglore,06:30:00,18:15:00,705,1,14571,24,5
9434,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,4692,24,6
9436,Jet_Airways,Kolkata,Banglore,08:25:00,19:50:00,685,1,10844,6,5
9437,Jet_Airways,Kolkata,Banglore,20:00:00,16:20:00,1220,1,10844,21,5
9438,Air_India,Delhi,Cochin,14:10:00,17:10:00,180,0,6094,9,5
9439,Vistara,Delhi,Cochin,14:40:00,17:50:00,190,0,6741,1,6
9440,Air_India,Delhi,Cochin,09:45:00,09:25:00,1420,1,8372,1,6
9441,Multiple_Carriers,Delhi,Cochin,02:15:00,11:50:00,575,1,14067,21,5
9442,Indigo,Delhi,Cochin,08:35:00,22:20:00,825,1,10236,3,3
9443,Air_India,Delhi,Cochin,20:40:00,09:25:00,765,1,7480,3,6
9444,Multiple_Carriers,Delhi,Cochin,09:45:00,16:10:00,385,1,8386,9,3
9445,Multiple_Carriers,Delhi,Cochin,11:40:00,01:30:00,830,1,6795,6,6
9446,Air_Asia,Kolkata,Banglore,10:20:00,12:55:00,155,0,4409,15,5
9447,Indigo,Chennai,Kolkata,19:35:00,21:55:00,140,0,3597,9,5
9448,Air_India,Banglore,Delhi,06:10:00,08:55:00,165,0,6961,15,6
9449,Jet_Airways,Kolkata,Banglore,17:00:00,23:35:00,395,1,12692,12,6
9450,Air_India,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,4307,12,3
9451,Jet_Airways,Banglore,Delhi,08:20:00,11:20:00,180,0,4030,15,5
9452,Air_India,Kolkata,Banglore,09:50:00,23:15:00,805,2,15957,18,5
9453,Jet_Airways,Banglore,Delhi,22:50:00,11:25:00,755,1,7832,21,3
9454,Air_India,Kolkata,Banglore,10:00:00,10:30:00,1470,3,12954,1,4
9456,Indigo,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,4049,12,3
9457,Jet_Airways,Banglore,Delhi,05:45:00,15:15:00,570,1,9134,15,3
9458,Air_Asia,Kolkata,Banglore,22:50:00,01:20:00,150,0,4409,1,5
9459,Jet_Airways,Kolkata,Banglore,14:05:00,22:35:00,510,1,14781,1,5
9460,Air_India,Banglore,Delhi,21:05:00,23:55:00,170,0,5228,24,4
9461,Spicejet,Chennai,Kolkata,17:45:00,20:05:00,140,0,3597,21,5
9462,Multiple_Carriers,Delhi,Cochin,15:15:00,01:30:00,615,1,6795,12,6
9463,Air_Asia,Kolkata,Banglore,22:50:00,01:20:00,150,0,3807,18,6
9464,Jet_Airways,Kolkata,Banglore,16:30:00,23:35:00,425,1,14781,1,5
9465,Air_India,Delhi,Cochin,09:00:00,19:15:00,615,1,8372,9,5
9466,Indigo,Delhi,Cochin,14:20:00,17:35:00,195,0,5000,24,6
9467,Vistara,Banglore,Delhi,09:45:00,12:35:00,170,0,5403,1,4
9468,Indigo,Delhi,Cochin,11:55:00,22:20:00,625,1,11600,3,3
9469,Multiple_Carriers,Delhi,Cochin,08:45:00,19:15:00,630,1,8476,18,5
9470,Air_India,Banglore,Delhi,10:30:00,21:25:00,655,2,6593,15,3
9471,Indigo,Banglore,Delhi,16:55:00,19:45:00,170,0,7648,9,3
9472,Vistara,Kolkata,Banglore,07:10:00,18:50:00,700,1,9345,1,5
9474,Multiple_Carriers,Delhi,Cochin,12:50:00,19:15:00,385,1,7268,27,6
9475,Jet_Airways,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,3210,6,6
9476,Indigo,Chennai,Kolkata,19:35:00,21:55:00,140,0,7295,24,3
9477,Indigo,Delhi,Cochin,05:05:00,12:10:00,425,1,6442,27,6
9478,Indigo,Kolkata,Banglore,19:20:00,23:45:00,265,1,3809,6,5
9479,Air_India,Banglore,Delhi,05:50:00,16:20:00,630,2,15119,1,3
9480,Goair,Delhi,Cochin,14:25:00,19:35:00,310,1,9069,9,6
9481,Indigo,Banglore,Delhi,10:10:00,13:00:00,170,0,3943,6,5
9482,Air_India,Kolkata,Banglore,07:00:00,05:25:00,1345,2,12534,9,6
9483,Multiple_Carriers,Delhi,Cochin,09:00:00,19:00:00,600,1,13714,3,6
9485,Indigo,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,2227,21,5
9486,Jet_Airways,Kolkata,Banglore,20:00:00,22:35:00,1595,1,10844,18,5
9487,Jet_Airways,Kolkata,Banglore,16:30:00,04:40:00,730,1,13941,6,5
9488,Jet_Airways,Banglore,Delhi,05:45:00,15:15:00,570,1,7832,21,3
9489,Goair,Banglore,Delhi,07:45:00,10:40:00,175,0,3419,12,6
9490,Jet_Airways,Kolkata,Banglore,20:25:00,21:05:00,1480,1,14151,21,5
9491,Indigo,Delhi,Cochin,07:35:00,12:10:00,275,1,5073,3,4
9492,Vistara,Kolkata,Banglore,17:00:00,09:05:00,965,1,9922,12,5
9493,Indigo,Chennai,Kolkata,13:20:00,15:35:00,135,0,4752,24,3
9494,Multiple_Carriers,Delhi,Cochin,09:00:00,19:15:00,615,1,10197,27,5
9495,Air_India,Banglore,Delhi,10:00:00,12:45:00,165,0,6961,12,6
9496,Multiple_Carriers,Delhi,Cochin,13:00:00,21:00:00,480,1,17493,3,3
9497,Multiple_Carriers,Delhi,Cochin,07:05:00,21:00:00,835,1,13587,6,6
9498,Jet_Airways,Delhi,Cochin,16:00:00,04:25:00,745,1,10262,6,6
9499,Air_India,Kolkata,Banglore,14:30:00,08:55:00,1105,2,15107,21,5
9500,Vistara,Kolkata,Banglore,17:00:00,10:45:00,1065,1,8452,15,5
9501,Air_India,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,3100,21,6
9502,Indigo,Banglore,Delhi,07:10:00,10:05:00,175,0,4823,24,5
9503,Air_Asia,Banglore,Delhi,23:55:00,02:45:00,170,0,4483,21,4
9504,Air_India,Kolkata,Banglore,10:00:00,01:20:00,920,2,13243,18,5
9505,Indigo,Delhi,Cochin,11:25:00,01:30:00,845,1,5684,27,6
9506,Jet_Airways,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,3205,3,4
9507,Jet_Airways,Delhi,Cochin,10:00:00,04:25:00,1105,1,10262,15,6
9508,Indigo,Banglore,Delhi,20:00:00,22:50:00,170,0,4823,21,5
9509,Jet_Airways,Delhi,Cochin,13:00:00,19:00:00,360,1,15554,9,5
9510,Indigo,Banglore,Delhi,04:00:00,06:50:00,170,0,3943,27,6
9511,Vistara,Mumbai,Hyderabad,07:30:00,19:55:00,745,1,12080,12,3
9512,Air_Asia,Banglore,Delhi,23:55:00,02:45:00,170,0,3383,27,5
9513,Spicejet,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,2437,18,3
9514,Spicejet,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,1965,1,6
9515,Jet_Airways,Banglore,Delhi,22:50:00,10:25:00,695,1,7832,21,3
9516,Indigo,Delhi,Cochin,06:50:00,16:10:00,560,1,6442,9,6
9517,Air_India,Kolkata,Banglore,05:50:00,08:55:00,1625,2,12723,15,5
9518,Jet_Airways,Banglore,Delhi,15:15:00,18:10:00,175,0,8016,12,6
9519,Jet_Airways,Delhi,Cochin,21:25:00,12:35:00,910,2,10199,24,6
9520,Vistara,Kolkata,Banglore,09:55:00,09:10:00,1395,1,10842,24,3
9521,Multiple_Carriers,Delhi,Cochin,12:50:00,21:00:00,490,1,7005,12,6
9522,Air_Asia,Kolkata,Banglore,10:20:00,12:55:00,155,0,4409,3,5
9523,Jet_Airways,Kolkata,Banglore,21:10:00,09:20:00,730,1,13364,1,4
9524,Multiple_Carriers,Delhi,Cochin,16:00:00,01:30:00,570,1,13377,27,6
9525,Jet_Airways,Delhi,Cochin,21:50:00,04:25:00,395,1,10262,9,6
9526,Jet_Airways,Kolkata,Banglore,16:30:00,23:35:00,425,1,10844,18,5
9527,Jet_Airways,Kolkata,Banglore,06:30:00,16:20:00,590,1,14571,24,5
9528,Jet_Airways,Delhi,Cochin,10:45:00,18:50:00,1925,2,19329,9,3
9529,Air_India,Banglore,Delhi,08:15:00,23:10:00,895,1,4943,21,3
9531,Jet_Airways,Delhi,Cochin,09:40:00,19:00:00,560,2,15129,18,5
9532,Jet_Airways,Kolkata,Banglore,17:00:00,18:00:00,1500,1,10539,6,6
9533,Jet_Airways,Kolkata,Banglore,21:10:00,22:35:00,1525,1,10031,24,3
9534,Multiple_Carriers,Delhi,Cochin,17:45:00,01:30:00,465,1,9140,24,5
9535,Air_Asia,Kolkata,Banglore,22:50:00,01:20:00,150,0,4409,27,4
9536,Indigo,Banglore,Delhi,22:10:00,01:00:00,170,0,3419,15,5
9537,Multiple_Carriers,Delhi,Cochin,09:45:00,16:10:00,385,1,9646,15,5
9538,Jet_Airways,Kolkata,Banglore,14:05:00,18:15:00,1690,1,13584,9,5
9539,Air_India,Delhi,Cochin,05:00:00,07:40:00,1600,2,11806,21,5
9540,Goair,Delhi,Cochin,07:25:00,13:35:00,370,1,4563,1,4
9542,Jet_Airways,Delhi,Cochin,21:50:00,04:25:00,395,1,12898,27,6
9543,Vistara,Delhi,Cochin,14:40:00,17:50:00,190,0,6216,27,4
9544,Jet_Airways,Delhi,Cochin,13:00:00,04:25:00,925,1,12898,21,5
9545,Jet_Airways,Delhi,Cochin,22:50:00,19:00:00,1210,1,10262,9,6
9546,Air_India,Banglore,Delhi,13:20:00,16:10:00,170,0,12526,1,3
9547,Air_India,Delhi,Cochin,05:15:00,06:50:00,1535,1,11522,6,3
9548,Jet_Airways,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,5678,12,6
9549,Vistara,Banglore,Delhi,11:30:00,14:10:00,160,0,9918,9,3
9550,Jet_Airways,Kolkata,Banglore,21:10:00,08:15:00,665,1,14781,1,5
9551,Air_India,Delhi,Cochin,05:00:00,19:15:00,2295,2,8026,27,3
9552,Air_India,Banglore,Delhi,13:20:00,16:10:00,170,0,7276,24,3
9553,Jet_Airways,Kolkata,Banglore,08:25:00,18:15:00,590,1,7064,1,4
9554,Multiple_Carriers,Delhi,Cochin,13:00:00,21:00:00,480,1,13062,21,3
9555,Multiple_Carriers,Delhi,Cochin,11:30:00,21:00:00,570,1,12537,27,3
9556,Jet_Airways,Banglore,Delhi,18:55:00,00:45:00,350,1,21934,15,3
9557,Jet_Airways,Delhi,Cochin,13:00:00,19:00:00,360,1,10262,24,6
9558,Vistara,Banglore,Delhi,17:00:00,19:35:00,155,0,4878,3,6
9559,Jet_Airways,Delhi,Cochin,14:00:00,19:00:00,300,1,14714,15,6
9560,Jet_Airways,Banglore,Delhi,07:00:00,15:15:00,495,1,9134,15,3
9561,Indigo,Banglore,Delhi,16:55:00,19:55:00,180,0,4823,1,4
9562,Multiple_Carriers,Delhi,Cochin,07:10:00,16:10:00,540,1,6093,27,6
9563,Spicejet,Chennai,Kolkata,08:20:00,10:35:00,135,0,3597,3,6
9564,Multiple_Carriers,Delhi,Cochin,14:00:00,21:00:00,420,1,13727,9,5
9565,Indigo,Kolkata,Banglore,11:30:00,14:05:00,155,0,4174,1,4
9566,Jet_Airways,Delhi,Cochin,11:30:00,19:00:00,450,1,10262,27,6
9567,Multiple_Carriers,Delhi,Cochin,10:20:00,19:00:00,520,1,11789,6,6
9568,Jet_Airways,Kolkata,Banglore,18:55:00,08:15:00,800,1,8586,1,5
9569,Air_India,Banglore,Delhi,05:50:00,08:50:00,1620,3,13081,1,3
9570,Jet_Airways,Kolkata,Banglore,20:25:00,23:35:00,1630,1,9314,1,5
9571,Jet_Airways,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,5678,21,6
9572,Jet_Airways,Delhi,Cochin,10:00:00,19:00:00,540,1,11924,27,5
9573,Jet_Airways,Kolkata,Banglore,20:25:00,23:35:00,1630,1,12692,9,6
9574,Jet_Airways,Banglore,Delhi,18:55:00,22:00:00,185,0,6478,24,6
9575,Indigo,Kolkata,Banglore,06:20:00,10:20:00,240,1,4226,15,5
9576,Indigo,Delhi,Cochin,02:35:00,08:30:00,355,1,11532,9,3
9577,Air_India,Chennai,Kolkata,11:40:00,13:55:00,135,0,9340,6,3
9578,Jet_Airways,Delhi,Cochin,05:30:00,04:25:00,1375,2,10368,12,6
9579,Jet_Airways,Kolkata,Banglore,14:05:00,20:45:00,400,1,13626,12,6
9580,Jet_Airways,Kolkata,Banglore,06:30:00,12:00:00,330,1,9663,24,5
9581,Jet_Airways,Delhi,Cochin,05:25:00,04:25:00,1380,2,16389,6,3
9582,Multiple_Carriers,Delhi,Cochin,03:50:00,19:00:00,910,1,10197,18,5
9583,Jet_Airways,Kolkata,Banglore,21:10:00,04:40:00,450,1,7594,12,6
9584,Jet_Airways,Banglore,Delhi,21:25:00,11:25:00,840,1,13817,12,3
9585,Jet_Airways,Banglore,Delhi,17:45:00,20:45:00,180,0,7229,15,4
9587,Air_Asia,Banglore,Delhi,04:55:00,07:45:00,170,0,4282,15,5
9588,Jet_Airways,Delhi,Cochin,09:35:00,04:25:00,1130,2,13292,12,6
9589,Jet_Airways,Delhi,Cochin,19:30:00,12:35:00,1025,2,13764,27,6
9590,Jet_Airways,Kolkata,Banglore,18:55:00,16:20:00,1285,1,12681,1,4
9591,Jet_Airways,Banglore,Delhi,11:10:00,14:05:00,175,0,5198,12,5
9592,Multiple_Carriers,Delhi,Cochin,07:30:00,19:45:00,735,1,12615,9,3
9593,Indigo,Kolkata,Banglore,11:30:00,14:05:00,155,0,5644,21,4
9594,Jet_Airways,Banglore,Delhi,22:55:00,13:15:00,860,1,11087,12,3
9595,Spicejet,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,2227,3,5
9596,Jet_Airways,Banglore,Delhi,19:50:00,22:50:00,180,0,8016,18,6
9597,Spicejet,Banglore,Delhi,09:30:00,12:20:00,170,0,4885,9,5
9598,Indigo,Kolkata,Banglore,09:35:00,12:20:00,165,0,4174,1,4
9599,Air_Asia,Kolkata,Banglore,06:50:00,10:30:00,220,1,5162,9,5
9600,Jet_Airways,Delhi,Cochin,13:00:00,19:00:00,360,1,10262,27,6
9601,Indigo,Mumbai,Hyderabad,09:15:00,10:45:00,90,0,4049,18,6
9602,Air_India,Delhi,Cochin,18:00:00,19:15:00,1515,1,8372,27,5
9603,Indigo,Banglore,Delhi,00:30:00,03:25:00,175,0,3419,12,6
9604,Indigo,Delhi,Cochin,07:35:00,12:00:00,265,1,5073,27,3
